Dates,3M Company (NYSE:MMM) - Share Pricing
Aug-20-2014,144.60
Aug-21-2014,144.50
Aug-22-2014,144.13
Aug-25-2014,144.70
Aug-26-2014,144.60
Aug-27-2014,143.94
Aug-28-2014,143.98
Aug-29-2014,144.00
Sep-02-2014,144.22
Sep-03-2014,143.82
Sep-04-2014,143.61
Sep-05-2014,144.20
Sep-08-2014,144.89
Sep-09-2014,144.46
Sep-10-2014,144.64
Sep-11-2014,144.35
Sep-12-2014,143.94
Sep-15-2014,144.48
Sep-16-2014,144.85
Sep-17-2014,145.37
Sep-18-2014,146.84
Sep-19-2014,146.69
Sep-22-2014,145.71
Sep-23-2014,144.37
Sep-24-2014,144.88
Sep-25-2014,142.48
Sep-26-2014,142.42
Sep-29-2014,142.19
Sep-30-2014,141.68
Oct-01-2014,139.18
Oct-02-2014,138.67
Oct-03-2014,140.17
Oct-06-2014,140.34
Oct-07-2014,137.68
Oct-08-2014,141.41
Oct-09-2014,138.64
Oct-10-2014,133.83
Oct-13-2014,132.90
Oct-14-2014,134.18
Oct-15-2014,134.22
Oct-16-2014,135.05
Oct-17-2014,137.40
Oct-20-2014,137.60
Oct-21-2014,140.93
Oct-22-2014,138.95
Oct-23-2014,145.05
Oct-24-2014,148.59
Oct-27-2014,149.56
Oct-28-2014,151.06
Oct-29-2014,151.01
Oct-30-2014,152.10
Oct-31-2014,153.77
Nov-03-2014,153.30
Nov-04-2014,155.05
Nov-05-2014,155.69
Nov-06-2014,156.05
Nov-07-2014,156.55
Nov-10-2014,157.66
Nov-11-2014,157.11
Nov-12-2014,157.68
Nov-13-2014,158.35
Nov-14-2014,158.85
Nov-17-2014,158.69
Nov-18-2014,160.15
Nov-19-2014,158.83
Nov-20-2014,159.36
Nov-21-2014,160.16
Nov-24-2014,159.88
Nov-25-2014,158.06
Nov-26-2014,158.31
Nov-28-2014,160.09
Dec-01-2014,158.16
Dec-02-2014,160.60
Dec-03-2014,162.26
Dec-04-2014,162.26
Dec-05-2014,162.27
Dec-08-2014,160.93
Dec-09-2014,160.83
Dec-10-2014,158.24
Dec-11-2014,159.15
Dec-12-2014,157.12
Dec-15-2014,156.85
Dec-16-2014,159.05
Dec-17-2014,160.60
Dec-18-2014,165.30
Dec-19-2014,165.48
Dec-22-2014,167.27
Dec-23-2014,166.87
Dec-24-2014,166.96
Dec-26-2014,166.26
Dec-29-2014,166.71
Dec-30-2014,165.84
Dec-31-2014,164.32
Jan-02-2015,164.06
Jan-05-2015,160.36
Jan-06-2015,158.65
Jan-07-2015,159.80
Jan-08-2015,163.63
Jan-09-2015,161.62
Jan-12-2015,160.74
Jan-13-2015,160.62
Jan-14-2015,159.84
Jan-15-2015,159.66
Jan-16-2015,162.00
Jan-20-2015,161.94
Jan-21-2015,162.54
Jan-22-2015,165.89
Jan-23-2015,164.02
Jan-26-2015,164.24
Jan-27-2015,163.63
Jan-28-2015,163.94
Jan-29-2015,166.13
Jan-30-2015,162.30
Feb-02-2015,164.42
Feb-03-2015,165.94
Feb-04-2015,164.81
Feb-05-2015,166.55
Feb-06-2015,166.07
Feb-09-2015,164.84
Feb-10-2015,165.82
Feb-11-2015,164.48
Feb-12-2015,165.91
Feb-13-2015,165.94
Feb-17-2015,166.92
Feb-18-2015,167.40
Feb-19-2015,167.09
Feb-20-2015,168.12
Feb-23-2015,168.81
Feb-24-2015,169.12
Feb-25-2015,168.89
Feb-26-2015,169.61
Feb-27-2015,168.65
Mar-02-2015,170.50
Mar-03-2015,168.27
Mar-04-2015,167.16
Mar-05-2015,167.57
Mar-06-2015,164.36
Mar-09-2015,166.37
Mar-10-2015,162.26
Mar-11-2015,161.73
Mar-12-2015,164.47
Mar-13-2015,162.74
Mar-16-2015,166.21
Mar-17-2015,164.23
Mar-18-2015,166.47
Mar-19-2015,165.66
Mar-20-2015,166.49
Mar-23-2015,166.13
Mar-24-2015,166.32
Mar-25-2015,162.70
Mar-26-2015,162.59
Mar-27-2015,163.50
Mar-30-2015,166.05
Mar-31-2015,164.95
Apr-01-2015,162.52
Apr-02-2015,162.80
Apr-06-2015,165.48
Apr-07-2015,166.21
Apr-08-2015,166.27
Apr-09-2015,166.79
Apr-10-2015,167.07
Apr-13-2015,165.84
Apr-14-2015,165.99
Apr-15-2015,166.44
Apr-16-2015,165.89
Apr-17-2015,161.71
Apr-20-2015,164.51
Apr-21-2015,164.00
Apr-22-2015,164.67
Apr-23-2015,159.66
Apr-24-2015,158.99
Apr-27-2015,157.98
Apr-28-2015,158.33
Apr-29-2015,156.97
Apr-30-2015,156.39
May-01-2015,157.68
May-04-2015,159.02
May-05-2015,157.91
May-06-2015,157.64
May-07-2015,158.61
May-08-2015,160.60
May-11-2015,159.90
May-12-2015,160.07
May-13-2015,161.31
May-14-2015,163.15
May-15-2015,163.30
May-18-2015,162.87
May-19-2015,163.12
May-20-2015,161.90
May-21-2015,162.06
May-22-2015,160.98
May-26-2015,159.59
May-27-2015,161.02
May-28-2015,160.87
May-29-2015,159.08
Jun-01-2015,158.98
Jun-02-2015,159.08
Jun-03-2015,160.16
Jun-04-2015,158.35
Jun-05-2015,157.08
Jun-08-2015,156.59
Jun-09-2015,156.98
Jun-10-2015,159.04
Jun-11-2015,159.86
Jun-12-2015,158.04
Jun-15-2015,155.87
Jun-16-2015,156.49
Jun-17-2015,156.95
Jun-18-2015,159.62
Jun-19-2015,158.95
Jun-22-2015,159.68
Jun-23-2015,159.84
Jun-24-2015,157.54
Jun-25-2015,155.92
Jun-26-2015,157.09
Jun-29-2015,153.95
Jun-30-2015,154.30
Jul-01-2015,155.65
Jul-02-2015,155.38
Jul-06-2015,155.08
Jul-07-2015,155.43
Jul-08-2015,152.71
Jul-09-2015,153.75
Jul-10-2015,154.95
Jul-13-2015,156.47
Jul-14-2015,156.78
Jul-15-2015,156.00
Jul-16-2015,157.17
Jul-17-2015,156.69
Jul-20-2015,157.12
Jul-21-2015,155.76
Jul-22-2015,155.41
Jul-23-2015,149.50
Jul-24-2015,149.33
Jul-27-2015,148.71
Jul-28-2015,151.11
Jul-29-2015,151.45
Jul-30-2015,151.57
Jul-31-2015,151.34
Aug-03-2015,150.12
Aug-04-2015,150.40
Aug-05-2015,151.01
Aug-06-2015,149.26
Aug-07-2015,148.89
Aug-10-2015,151.24
Aug-11-2015,148.48
Aug-12-2015,148.52
Aug-13-2015,147.40
Aug-14-2015,148.28
Aug-17-2015,149.24
Aug-18-2015,148.31
Aug-19-2015,145.87
Aug-20-2015,143.35
Aug-21-2015,142.09
Aug-24-2015,138.58
Aug-25-2015,137.64
Aug-26-2015,142.72
Aug-27-2015,143.90
Aug-28-2015,144.21
Aug-31-2015,142.14
Sep-01-2015,138.50
Sep-02-2015,141.24
Sep-03-2015,141.74
Sep-04-2015,139.84
Sep-08-2015,143.43
Sep-09-2015,140.86
Sep-10-2015,140.78
Sep-11-2015,141.26
Sep-14-2015,140.81
Sep-15-2015,143.60
Sep-16-2015,144.20
Sep-17-2015,142.95
Sep-18-2015,139.62
Sep-21-2015,140.04
Sep-22-2015,138.02
Sep-23-2015,137.66
Sep-24-2015,137.58
Sep-25-2015,139.56
Sep-28-2015,138.38
Sep-29-2015,141.55
Sep-30-2015,141.77
Oct-01-2015,140.80
Oct-02-2015,143.20
Oct-05-2015,146.32
Oct-06-2015,145.79
Oct-07-2015,147.54
Oct-08-2015,149.48
Oct-09-2015,149.90
Oct-12-2015,150.06
Oct-13-2015,149.11
Oct-14-2015,148.32
Oct-15-2015,149.19
Oct-16-2015,148.70
Oct-19-2015,148.00
Oct-20-2015,149.11
Oct-21-2015,149.82
Oct-22-2015,156.00
Oct-23-2015,155.79
Oct-26-2015,156.54
Oct-27-2015,156.73
Oct-28-2015,158.08
Oct-29-2015,157.61
Oct-30-2015,157.21
Nov-02-2015,159.92
Nov-03-2015,158.75
Nov-04-2015,158.91
Nov-05-2015,158.99
Nov-06-2015,159.26
Nov-09-2015,157.47
Nov-10-2015,157.59
Nov-11-2015,159.05
Nov-12-2015,156.30
Nov-13-2015,155.65
Nov-16-2015,158.21
Nov-17-2015,157.03
Nov-18-2015,157.39
Nov-19-2015,158.38
Nov-20-2015,158.95
Nov-23-2015,158.65
Nov-24-2015,157.75
Nov-25-2015,157.63
Nov-27-2015,157.99
Nov-30-2015,156.58
Dec-01-2015,156.90
Dec-02-2015,155.70
Dec-03-2015,154.38
Dec-04-2015,158.22
Dec-07-2015,157.75
Dec-08-2015,156.79
Dec-09-2015,156.05
Dec-10-2015,157.52
Dec-11-2015,154.83
Dec-14-2015,157.63
Dec-15-2015,148.13
Dec-16-2015,149.95
Dec-17-2015,148.85
Dec-18-2015,146.92
Dec-21-2015,147.48
Dec-22-2015,148.97
Dec-23-2015,151.16
Dec-24-2015,151.19
Dec-28-2015,151.22
Dec-29-2015,152.89
Dec-30-2015,151.91
Dec-31-2015,150.64
